Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Center Freq (Hz)	Avg Power Density (dB FS)	Delta Time (s)	Delta Freq (Hz)	Peak Freq (Hz)	Peak Time (s)	observacoes	PF- Check	modulacao	PI	sobreposicao
182	Spectrogram 1	1	934.326085769	934.326085769	9529.412	9529.412	9562.500	9562.500	-80.18	0.0000	0.000	9562.500	934.3253	FI				
183	Spectrogram 1	1	934.535499046	934.535499046	17529.412	17529.412	17531.250	17531.250	-79.72	0.0000	0.000	17531.250	934.5333	FF				
184	Spectrogram 1	1	935.049754435	935.245913708	8235.294	16823.529	13781.250	12093.750	-84.48	0.1962	8588.235	13781.250	935.1840		SA	A	0	SB
185	Spectrogram 1	1	935.055056037	935.055056037	9176.471	9176.471	9187.500	9187.500	-82.86	0.0000	0.000	9187.500	935.0560	FI				
186	Spectrogram 1	1	935.240612106	935.240612106	16235.294	16235.294	16218.750	16218.750	-91.08	0.0000	0.000	16218.750	935.2427	FF				
187	Spectrogram 1	1	1137.130003133	1137.580639299	8823.529	23411.765	9375.000	9750.000	-81.46	0.4506	14588.236	9375.000	1137.2267		SA	A	0	SB
188	Spectrogram 1	1	1137.140606337	1137.140606337	9647.059	9647.059	9656.250	9656.250	-64.54	0.0000	0.000	9656.250	1137.1413	FI				
189	Spectrogram 1	1	1137.577988498	1137.577988498	22705.882	22705.882	22687.500	22687.500	-93.51	0.0000	0.000	22687.500	1137.5787	FF				
190	Spectrogram 1	1	1157.974773329	1158.388298281	6823.529	20117.647	12000.000	10406.250	-86.74	0.4135	13294.118	12000.000	1158.1760		SA	A	0	SB
191	Spectrogram 1	1	1157.995979736	1157.995979736	7294.118	7294.118	7312.500	7312.500	-85.34	0.0000	0.000	7312.500	1157.9947	FI				
192	Spectrogram 1	1	1158.385647480	1158.385647480	19294.118	19294.118	19312.500	19312.500	-96.47	0.0000	0.000	19312.500	1158.3840	FF				
193	Spectrogram 1	1	1191.377766384	1191.648148084	5529.412	10588.235	7218.750	7593.750	-78.44	0.2704	5058.823	7218.750	1191.4667		SA	A	0	SB
194	Spectrogram 1	1	1191.388369588	1191.388369588	5764.706	5764.706	5718.750	5718.750	-75.30	0.0000	0.000	5718.750	1191.3867	FI				
195	Spectrogram 1	1	1191.629592477	1191.629592477	9882.353	9882.353	9843.750	9843.750	-96.92	0.0000	0.000	9843.750	1191.6320	FF				
196	Spectrogram 1	1	1203.323657919	1203.572833211	5294.118	10823.529	8531.250	8062.500	-82.65	0.2492	5529.411	8531.250	1203.4773		SA	A	0	CS
197	Spectrogram 1	1	1203.336911924	1203.336911924	5882.353	5882.353	5906.250	5906.250	-83.41	0.0000	0.000	5906.250	1203.3387	FI				
198	Spectrogram 1	1	1203.556928405	1203.556928405	10235.294	10235.294	10218.750	10218.750	-81.01	0.0000	0.000	10218.750	1203.5573	FF				
